Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,5787.51,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,35213.78,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,21899.76,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,35574.69,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8517,48912.62,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,6317.88,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,36259.28,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,5887.75,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8417,3736.19,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,98228,,942.48,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,569.56,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8417,1193.51,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,14244.1,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,2358.9,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,12775.59,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,1146.7,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,3445.99,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,634.23,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8317,21492.58,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,16894.93,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,28447.17,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,78684,6773.81,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8317,2596.15,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,1419.98,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,1349.22,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,676.2,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,211.72,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,3583.12,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,4358.34,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,4456.18,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,47748.95,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,386.59,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,9517,11721.68,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,98228,1551,,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,4527.7,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,216.94,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8317,61686.33,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8417,1527.28,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,398.53,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8317,15132.67,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8117,354.2,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,2553.77,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,4598.5,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8217,5551.48,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8517,245.25,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,51574.3,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8217,13953.36,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,21928.63,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,9595.5737,6395.26,,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,11777.5,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,454.94,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,19122.51,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,89517,55715.92,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,9513.5,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,1873.12,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,62565.74,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,718.92,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,75684,,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,991.24,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,4694.73,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,38562.63,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,31349.52,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,4746.41,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,3646,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,9787.9,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,16211.59,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8317,3755.77,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,34375.86,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,6817,14552.74,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,179.13,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,2687.68,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8117,15225.4,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,21591.1,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,32188.26,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8117,18374.25,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,789.6,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,5572.82,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,98228,1774.65,,N21
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,2666.4,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,33393.82,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,2572.1,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,44311.1,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,541.37,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,1791.58,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,7477.18,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,817,24961.42,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,12444.42,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,24223.12,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,25473.52,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,8817,3345.9,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,63517,8517.77,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,37399.27,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,7837.85,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,18451.32,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,817,6144.8,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,611.54,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7817,,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,2766.68,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,37671.48,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,16362.39,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,17981.97,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,26257.52,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8717,182.7,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,817,853.76,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,817,6832.9,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,36669.4,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,37231.31,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,5751.57,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,1223.15,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7817,14886,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,8717,16849.22,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,59696.79,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,41294.6,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,817,577.77,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,8276.21,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,11838.92,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7817,22348.68,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,59511.42,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7817,553.34,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,84517,,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,32483.1,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,32441.72,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,1786.7,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,59343.62,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,1819.4,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,117424,,,N25
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,517.54,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,7222.19,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7517,1338.68,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,29119.26,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7517,19327.21,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,84517,7427.96,,T2
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7817,6231.74,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,14691.61,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,11881.4,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,15986.32,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,1315.55,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,1846.36,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,2792.26,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,1951.16,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,67684,291.43,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,42667.84,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,1726.48,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7517,1881.98,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,2995.87,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,1612.97,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,7384.54,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,5625.3,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,11687.65,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7817,69893.78,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7217,465.87,,9
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,1273.8,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,4.27,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,89948,3166.18,,19
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,14143.51,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,1258.97,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,215.53,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7217,2641.78,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,899.42,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,42784.83,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7217,4916.13,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7517,4521.58,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,63517,4855.2,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,12722.96,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,18988.73,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,16711.14,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,23469.67,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,54956.42,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,11572.9,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,5474.33,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,24126.71,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7217,1575.71,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,22459.47,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,217.77,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,16544.51,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,317.43,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,356.23,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,53563.98,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7217,33777.9,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7217,1129.75,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7217,8351.69,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,49492.74,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,F,7217,28516.53,,T1
DOT,Department of Transportation,DOT 5 Transit Gaithersburg Ride On,M,7517,5273.42,,T1
