age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53,technician,married,secondary,no,-280,yes,no,cellular,15,feb,636,19,56,6,success,yes
43,self-employed,single,secondary,no,58548,no,no,unknown,27,may,1509,17,-1,0,unknown,yes
43,student,single,tertiary,yes,72072,yes,no,telephone,22,jun,1860,14,-1,0,unknown,no
50,entrepreneur,single,primary,yes,24078,no,no,telephone,20,jul,671,15,-1,0,unknown,no
73,student,married,primary,no,6398,yes,no,cellular,16,jan,161,2,-1,0,unknown,no
69,student,married,secondary,no,75242,yes,yes,cellular,15,oct,2019,15,130,1,unknown,no
51,housemaid,single,tertiary,no,91703,yes,no,telephone,23,may,2381,1,342,2,failure,no
50,housemaid,married,primary,no,82749,no,no,telephone,13,oct,2197,16,-1,0,unknown,yes
43,entrepreneur,married,tertiary,no,48098,no,no,cellular,30,jul,437,5,147,1,success,yes
49,management,married,tertiary,no,25647,no,no,cellular,20,may,2417,19,-1,0,unknown,yes
75,admin.,single,tertiary,no,54464,no,no,cellular,7,aug,238,17,-1,0,unknown,no
87,services,single,secondary,no,84606,no,yes,telephone,21,may,419,18,-1,0,unknown,yes
48,blue-collar,married,tertiary,no,76049,yes,no,cellular,29,mar,488,3,-1,0,unknown,yes
86,self-employed,married,unknown,no,64613,yes,no,cellular,18,jul,1095,10,-1,0,unknown,no
33,entrepreneur,divorced,tertiary,no,94658,no,no,cellular,17,jun,1822,1,-1,0,unknown,no
21,retired,married,secondary,no,85370,yes,no,telephone,13,oct,378,10,-1,0,unknown,no
28,services,married,secondary,no,33443,no,no,cellular,29,sep,646,15,-1,0,unknown,yes
79,unemployed,married,secondary,no,28059,no,no,telephone,26,oct,1764,4,-1,0,unknown,no
88,unemployed,single,secondary,no,88561,yes,no,telephone,12,feb,3220,15,-1,0,unknown,yes
68,services,single,primary,no,53264,no,no,cellular,13,sep,1048,9,-1,0,unknown,yes
52,entrepreneur,married,primary,no,18047,yes,yes,cellular,30,jun,2405,8,-1,0,unknown,yes
87,self-employed,single,secondary,no,27098,yes,no,cellular,8,oct,198,14,133,7,success,yes
85,entrepreneur,married,primary,yes,6311,yes,yes,unknown,4,oct,3129,8,-1,0,unknown,no
38,management,married,primary,no,92334,yes,yes,cellular,8,jan,1072,11,-1,0,unknown,no
30,student,married,tertiary,yes,19702,yes,no,telephone,16,mar,1103,4,-1,0,unknown,no
72,blue-collar,married,tertiary,no,33861,yes,no,cellular,3,aug,3124,16,-1,0,unknown,yes
26,self-employed,single,secondary,no,96698,yes,yes,cellular,30,dec,41,13,-1,0,unknown,no
88,services,single,primary,no,65760,no,yes,cellular,11,oct,786,13,-1,0,unknown,yes
87,student,married,secondary,no,30633,no,no,cellular,18,aug,1306,17,-1,0,unknown,yes
29,blue-collar,married,secondary,no,84495,yes,yes,cellular,20,nov,769,2,-1,0,unknown,yes
64,management,married,secondary,no,44040,yes,no,cellular,24,jan,960,20,-1,0,unknown,yes
68,management,married,secondary,no,82884,yes,no,cellular,12,oct,258,13,-1,0,unknown,no
24,admin.,married,secondary,no,15810,yes,no,cellular,2,may,1571,13,-1,0,unknown,yes
89,housemaid,married,secondary,no,55121,yes,yes,telephone,10,jun,1765,12,-1,0,unknown,no
74,blue-collar,married,primary,no,38438,no,no,cellular,17,oct,148,14,190,5,other,no
66,services,married,secondary,no,89828,yes,yes,cellular,20,oct,1451,8,-1,0,unknown,no
72,services,married,primary,no,21729,no,no,cellular,29,aug,2872,16,69,6,success,yes
31,technician,single,tertiary,no,46825,no,no,telephone,9,sep,3294,17,-1,0,unknown,yes
18,self-employed,single,secondary,no,49915,yes,no,cellular,7,feb,738,19,-1,0,unknown,yes
74,admin.,divorced,secondary,no,92146,yes,no,cellular,26,jul,341,5,-1,0,unknown,yes
24,management,married,secondary,no,60747,yes,no,cellular,24,jul,3578,18,284,6,other,yes
65,retired,divorced,primary,no,86047,yes,no,cellular,29,may,1512,9,347,7,failure,yes
54,unemployed,married,tertiary,no,8053,yes,no,cellular,23,aug,1199,18,-1,0,unknown,yes
80,unemployed,divorced,tertiary,no,57080,yes,no,telephone,8,nov,1232,6,-1,0,unknown,no
89,self-employed,married,primary,no,60224,yes,yes,cellular,26,feb,2515,13,-1,0,unknown,no
23,retired,married,secondary,no,77807,no,no,cellular,18,sep,3428,5,118,6,other,yes
19,admin.,married,tertiary,no,95033,yes,yes,telephone,15,aug,2099,10,-1,0,unknown,no
26,student,married,primary,no,85821,no,no,cellular,27,sep,891,18,-1,0,unknown,yes
78,housemaid,married,secondary,no,12044,yes,no,telephone,26,dec,2772,11,306,2,failure,yes
82,self-employed,married,tertiary,no,79539,yes,no,cellular,17,mar,3160,20,162,8,success,no
79,technician,single,secondary,no,47393,yes,no,telephone,20,sep,3092,13,-1,0,unknown,no
34,management,married,secondary,no,19329,yes,no,telephone,5,feb,2676,18,-1,0,unknown,yes
38,housemaid,single,primary,no,4471,no,no,cellular,5,feb,213,4,118,3,other,no
20,technician,married,secondary,no,13022,yes,yes,telephone,20,nov,3584,18,-1,0,unknown,no
79,student,single,secondary,no,22818,yes,no,cellular,30,dec,993,18,164,4,success,no
83,admin.,married,secondary,no,98458,no,no,cellular,10,jul,3578,19,347,2,unknown,no
20,entrepreneur,married,secondary,no,46504,no,no,cellular,24,oct,1583,15,-1,0,unknown,yes
23,student,married,tertiary,no,33215,yes,yes,cellular,30,jun,1255,3,-1,0,unknown,yes
46,retired,single,secondary,no,50274,no,no,cellular,25,oct,1952,2,-1,0,unknown,no
89,management,married,secondary,no,16458,yes,no,cellular,13,mar,1620,20,-1,0,unknown,no
47,self-employed,married,secondary,no,72154,yes,no,cellular,21,aug,3231,20,16,6,other,yes
64,entrepreneur,married,secondary,no,1063,no,no,cellular,3,mar,1797,12,-1,0,unknown,no
84,housemaid,married,tertiary,no,37678,no,no,cellular,31,oct,1539,5,-1,0,unknown,yes
64,blue-collar,married,unknown,no,61787,yes,no,cellular,5,aug,1245,13,-1,0,unknown,yes
30,self-employed,married,tertiary,no,34743,yes,no,cellular,5,jul,1120,6,309,8,failure,yes
75,admin.,married,tertiary,no,32646,no,no,telephone,4,sep,1449,10,-1,0,unknown,yes
23,blue-collar,married,secondary,yes,73756,yes,no,cellular,27,jan,2939,19,26,2,success,yes
61,student,single,primary,no,15827,yes,no,unknown,17,mar,2323,20,144,1,unknown,yes
84,services,single,secondary,no,9808,yes,no,cellular,30,sep,3285,12,34,1,other,yes
25,technician,single,secondary,yes,21330,no,no,cellular,27,nov,382,11,42,1,success,yes
74,admin.,married,primary,no,58604,yes,no,cellular,1,jan,2011,9,-1,0,unknown,yes
29,self-employed,married,secondary,no,89635,yes,no,cellular,19,sep,1948,14,-1,0,unknown,yes
70,blue-collar,single,secondary,no,98399,yes,no,cellular,20,dec,2138,5,-1,0,unknown,yes
57,self-employed,single,tertiary,no,7269,yes,no,cellular,25,sep,2749,20,-1,0,unknown,yes
26,entrepreneur,divorced,secondary,no,93469,yes,no,telephone,27,apr,1411,5,-1,0,unknown,no
52,self-employed,married,tertiary,no,75107,yes,no,unknown,29,may,2249,17,156,3,failure,yes
56,student,divorced,secondary,no,4956,yes,no,cellular,2,jul,1504,15,-1,0,unknown,no
63,technician,married,secondary,no,21956,no,yes,cellular,30,jun,3166,11,253,5,success,yes
31,management,single,primary,no,64520,no,yes,unknown,1,mar,1375,10,-1,0,unknown,yes
67,admin.,married,primary,no,51231,no,no,cellular,27,may,2891,3,-1,0,unknown,yes
28,unemployed,single,secondary,no,72172,yes,no,cellular,28,jul,3141,2,57,6,failure,yes
41,blue-collar,divorced,secondary,no,32030,yes,no,cellular,15,may,209,16,227,4,other,no
77,housemaid,married,tertiary,no,75317,no,no,telephone,22,feb,227,1,-1,0,unknown,yes
45,retired,married,primary,no,73887,yes,no,cellular,2,apr,1784,2,-1,0,unknown,yes
54,technician,single,secondary,no,10293,no,no,cellular,20,oct,743,18,-1,0,unknown,yes
49,blue-collar,married,secondary,no,48845,yes,yes,unknown,19,oct,83,1,-1,0,unknown,no
72,self-employed,single,secondary,no,60586,yes,no,telephone,16,sep,1123,5,-1,0,unknown,yes
42,housemaid,married,secondary,no,47147,no,yes,cellular,15,jul,3137,6,5,4,failure,yes
19,technician,married,unknown,no,15040,no,no,cellular,18,may,782,19,96,10,success,no
46,retired,married,primary,yes,2187,yes,no,telephone,27,nov,220,12,327,9,success,no
70,self-employed,single,primary,no,13289,yes,no,cellular,5,oct,56,10,-1,0,unknown,no
60,entrepreneur,married,tertiary,no,69176,yes,no,telephone,3,mar,2460,19,-1,0,unknown,yes
68,admin.,single,tertiary,no,21485,no,no,cellular,12,jun,2162,6,237,8,other,yes
34,admin.,divorced,primary,no,19247,yes,no,cellular,7,jul,2898,6,312,3,unknown,yes
85,technician,married,tertiary,no,87967,yes,yes,cellular,4,sep,1818,7,-1,0,unknown,yes
88,technician,married,tertiary,no,58784,no,no,telephone,4,jul,2307,17,26,6,other,yes
45,technician,married,secondary,no,64652,no,no,cellular,17,may,1388,10,-1,0,unknown,yes
83,services,single,tertiary,no,5074,yes,no,cellular,5,nov,3465,8,80,1,failure,yes
80,retired,married,tertiary,no,66799,no,yes,unknown,31,jun,2394,20,-1,0,unknown,yes
34,unemployed,married,primary,no,4646,yes,no,cellular,28,mar,564,15,-1,0,unknown,no
34,technician,single,tertiary,no,99822,no,no,cellular,29,jan,1697,9,-1,0,unknown,no
25,blue-collar,married,secondary,no,55667,yes,no,telephone,4,oct,2230,8,37,1,success,yes
29,student,married,tertiary,no,7702,yes,no,cellular,28,mar,2414,17,15,5,failure,yes
87,retired,single,secondary,no,72381,yes,no,telephone,14,aug,87,17,208,9,other,no
71,student,married,tertiary,no,48222,yes,no,cellular,19,sep,3323,13,-1,0,unknown,no
54,retired,married,primary,no,49316,no,no,cellular,7,dec,950,19,-1,0,unknown,no
66,services,married,primary,no,15654,yes,no,cellular,31,mar,1077,7,-1,0,unknown,yes
61,unemployed,married,secondary,no,11292,no,no,cellular,31,jan,2216,16,-1,0,unknown,yes
30,housemaid,divorced,primary,no,38781,no,no,cellular,19,nov,1587,9,287,6,other,yes
54,entrepreneur,divorced,secondary,no,5550,yes,no,cellular,31,apr,3369,2,-1,0,unknown,yes
28,blue-collar,married,secondary,no,47002,no,no,telephone,25,dec,1629,19,-1,0,unknown,yes
76,student,married,tertiary,no,33160,no,no,telephone,11,apr,1506,8,-1,0,unknown,yes
52,student,married,tertiary,no,48109,no,yes,cellular,9,mar,353,6,190,1,success,yes
60,housemaid,divorced,secondary,no,42786,yes,no,cellular,26,jun,2388,13,-1,0,unknown,yes
41,technician,married,secondary,no,34199,yes,no,telephone,4,may,773,13,147,1,other,yes
87,housemaid,single,tertiary,no,52454,no,no,cellular,10,apr,2972,2,-1,0,unknown,yes
76,management,single,tertiary,no,1930,yes,no,cellular,31,sep,3396,12,-1,0,unknown,no
36,technician,single,tertiary,no,71004,yes,yes,cellular,22,may,3057,6,-1,0,unknown,yes
76,retired,single,tertiary,no,63281,yes,no,cellular,6,nov,3371,1,-1,0,unknown,yes
61,services,single,secondary,no,73668,yes,no,cellular,7,aug,43,4,32,1,other,no
63,services,married,tertiary,no,46167,yes,no,unknown,2,jan,652,16,-1,0,unknown,no
34,technician,married,secondary,no,23541,yes,yes,cellular,31,oct,2865,4,-1,0,unknown,yes
68,self-employed,married,tertiary,no,19558,no,no,cellular,20,jun,1467,5,-1,0,unknown,yes
21,housemaid,married,secondary,no,61522,no,no,telephone,31,oct,1472,7,-1,0,unknown,no
37,unemployed,married,tertiary,no,78733,yes,no,cellular,1,may,1519,16,-1,0,unknown,yes
46,blue-collar,single,secondary,no,64489,yes,yes,cellular,30,jan,2287,15,96,7,success,yes
33,self-employed,married,tertiary,no,3056,yes,no,cellular,4,jun,2671,18,286,9,success,no
29,entrepreneur,married,tertiary,no,90727,no,no,cellular,13,aug,850,11,-1,0,unknown,yes
36,management,divorced,unknown,no,18023,yes,no,telephone,1,nov,464,20,79,6,success,yes
90,services,married,tertiary,no,22134,yes,no,cellular,13,mar,3393,20,-1,0,unknown,yes
65,unemployed,single,secondary,no,81287,no,no,telephone,3,nov,499,18,204,8,failure,yes
18,entrepreneur,married,secondary,no,37962,no,no,cellular,1,nov,323,8,-1,0,unknown,no
25,self-employed,married,tertiary,no,92384,yes,no,cellular,24,may,3268,16,164,5,success,yes
26,blue-collar,single,unknown,no,8157,yes,no,cellular,14,may,99,19,-1,0,unknown,no
29,housemaid,married,secondary,no,40079,yes,no,telephone,2,aug,3320,1,-1,0,unknown,no
39,student,divorced,tertiary,no,83462,yes,yes,cellular,5,may,330,7,-1,0,unknown,yes
73,housemaid,married,secondary,no,51213,yes,no,cellular,3,mar,1776,16,-1,0,unknown,yes
41,services,married,secondary,no,58343,no,no,unknown,18,oct,1976,18,-1,0,unknown,yes
44,unemployed,married,tertiary,no,38470,yes,no,cellular,13,jun,1294,7,263,10,success,no
33,services,single,primary,no,1082,no,no,cellular,10,oct,2651,15,-1,0,unknown,no
54,entrepreneur,single,primary,no,71565,yes,no,cellular,25,jul,2063,13,230,10,success,yes
29,student,married,secondary,no,88521,no,no,cellular,1,jul,1030,12,113,8,failure,yes
67,retired,married,secondary,no,55852,yes,no,cellular,12,mar,2361,13,106,1,success,yes
19,services,married,primary,no,58643,yes,no,cellular,3,jun,2545,10,-1,0,unknown,yes
89,housemaid,married,secondary,no,34922,yes,no,cellular,11,may,1226,8,132,2,other,yes
33,student,married,secondary,no,77621,yes,no,telephone,9,oct,1876,10,139,7,failure,yes
89,services,single,primary,no,53067,yes,no,telephone,7,oct,2770,18,-1,0,unknown,yes
52,technician,single,primary,yes,97647,yes,yes,cellular,4,aug,3149,2,-1,0,unknown,no
56,self-employed,married,secondary,no,52106,yes,no,cellular,28,mar,182,8,155,5,success,yes
66,technician,single,secondary,no,1589,yes,no,cellular,5,feb,865,15,202,6,success,yes
42,blue-collar,married,secondary,no,-1697,yes,no,telephone,30,oct,2526,7,-1,0,unknown,no
51,blue-collar,married,secondary,no,49976,yes,yes,cellular,18,sep,1549,2,-1,0,unknown,yes
41,management,married,primary,no,15790,yes,no,cellular,10,mar,1115,14,56,1,failure,yes
71,self-employed,married,tertiary,no,68814,no,yes,telephone,31,nov,1315,5,-1,0,unknown,yes
24,services,divorced,secondary,no,61870,yes,no,cellular,7,jan,1267,7,-1,0,unknown,no
47,self-employed,married,tertiary,no,19413,yes,no,telephone,14,jul,1415,6,-1,0,unknown,yes
38,management,single,secondary,no,28641,yes,yes,cellular,19,feb,912,7,-1,0,unknown,yes
46,management,single,secondary,no,88735,yes,no,telephone,12,jan,1822,14,245,10,success,yes
58,management,divorced,primary,no,46522,yes,yes,telephone,30,apr,3039,19,-1,0,unknown,no
51,entrepreneur,single,primary,no,15276,yes,no,cellular,31,oct,3345,1,84,3,success,no
24,blue-collar,single,tertiary,no,31940,no,no,telephone,31,feb,3436,16,-1,0,unknown,yes
59,retired,married,secondary,no,21970,no,yes,cellular,18,apr,2228,15,347,8,success,yes
26,services,single,secondary,no,74668,no,no,cellular,18,may,2948,9,-1,0,unknown,yes
36,management,married,secondary,no,98849,no,no,cellular,3,feb,223,4,-1,0,unknown,yes
23,management,married,unknown,no,95353,no,no,telephone,29,feb,1891,2,-1,0,unknown,yes
22,unemployed,divorced,secondary,no,75038,no,no,cellular,6,oct,1333,4,-1,0,unknown,no
36,entrepreneur,divorced,tertiary,no,71080,yes,no,cellular,10,mar,621,4,-1,0,unknown,yes
59,unemployed,married,secondary,no,23212,no,no,cellular,18,apr,858,10,227,1,failure,yes
81,self-employed,married,tertiary,yes,58899,yes,no,telephone,20,nov,1576,17,-1,0,unknown,no
27,housemaid,married,secondary,no,56745,yes,no,telephone,13,jul,2629,7,307,6,failure,yes
75,entrepreneur,married,tertiary,no,45014,yes,yes,cellular,13,jun,2253,3,310,3,unknown,yes
38,services,married,primary,no,98742,yes,yes,cellular,11,nov,2901,19,-1,0,unknown,no
73,management,married,tertiary,no,51556,yes,no,cellular,25,mar,205,14,-1,0,unknown,no
60,unemployed,single,secondary,no,70250,yes,no,telephone,8,nov,2234,2,294,9,other,yes
38,technician,married,primary,no,10368,no,no,cellular,24,may,2124,4,-1,0,unknown,yes
73,self-employed,married,secondary,no,-895,yes,no,cellular,9,sep,2230,2,-1,0,unknown,no
57,services,married,tertiary,no,48890,yes,no,telephone,16,aug,2644,17,-1,0,unknown,yes
84,blue-collar,married,unknown,no,34932,no,no,cellular,24,feb,2470,14,-1,0,unknown,yes
41,technician,married,tertiary,no,16983,yes,no,cellular,23,feb,216,10,130,9,failure,no
32,retired,married,tertiary,no,72495,no,no,cellular,16,oct,1858,5,-1,0,unknown,yes
53,housemaid,married,primary,no,89528,yes,no,cellular,8,jul,1759,14,353,3,success,no
62,management,married,secondary,no,49908,yes,yes,cellular,2,jun,3346,6,272,4,success,no
63,self-employed,married,tertiary,no,78733,yes,no,telephone,2,jan,1877,13,-1,0,unknown,yes
76,student,divorced,tertiary,no,70851,no,no,telephone,20,jul,2787,7,248,7,other,no
61,unemployed,single,secondary,no,96309,no,no,cellular,4,apr,1807,18,56,1,other,no
82,services,single,secondary,no,10995,no,no,telephone,8,jun,795,15,-1,0,unknown,yes
26,self-employed,married,tertiary,no,89791,yes,no,cellular,13,feb,2695,2,-1,0,unknown,yes
65,housemaid,single,secondary,no,66504,yes,no,cellular,25,feb,2574,5,-1,0,unknown,yes
70,technician,married,secondary,no,75780,yes,no,cellular,18,dec,1254,12,-1,0,unknown,no
20,services,married,secondary,no,50330,yes,no,cellular,12,oct,3427,4,230,4,failure,yes
90,services,married,secondary,no,55036,no,yes,cellular,10,mar,2402,20,138,8,failure,yes
72,housemaid,divorced,secondary,no,73247,no,no,cellular,18,oct,1903,10,-1,0,unknown,yes
89,blue-collar,married,tertiary,no,34149,yes,no,telephone,26,sep,3499,10,237,4,failure,yes
61,management,married,secondary,no,12000,no,no,cellular,1,may,1217,11,310,3,success,yes
68,admin.,married,primary,no,2115,yes,yes,cellular,13,jul,1217,18,-1,0,unknown,no
25,admin.,married,primary,no,31117,yes,yes,cellular,18,sep,2377,18,341,1,failure,no
57,unemployed,married,secondary,no,94586,yes,no,telephone,4,sep,1453,14,-1,0,unknown,yes
37,entrepreneur,married,tertiary,no,25899,yes,no,cellular,22,jul,447,19,-1,0,unknown,yes
63,unemployed,single,tertiary,no,48777,yes,no,telephone,7,aug,2247,10,-1,0,unknown,yes
82,entrepreneur,divorced,tertiary,no,67575,yes,no,cellular,2,jan,492,7,-1,0,unknown,yes
33,admin.,single,tertiary,no,31038,yes,no,cellular,16,may,2754,11,-1,0,unknown,yes
69,blue-collar,single,tertiary,no,99989,yes,no,cellular,20,jul,1986,5,218,3,failure,yes
33,housemaid,single,secondary,no,82871,no,no,cellular,16,may,1997,13,148,6,failure,yes
73,blue-collar,single,tertiary,no,68041,yes,yes,telephone,5,may,1394,12,86,10,unknown,no
49,student,single,secondary,no,6911,no,no,cellular,25,nov,616,15,-1,0,unknown,yes
52,self-employed,married,tertiary,no,70834,yes,no,cellular,6,mar,2423,10,178,3,success,yes
69,technician,divorced,secondary,no,9014,yes,yes,telephone,17,nov,223,12,48,5,failure,no
57,retired,married,tertiary,no,44743,no,no,telephone,24,dec,3524,10,237,2,failure,yes
76,management,single,tertiary,no,2803,yes,no,cellular,8,apr,541,17,43,2,success,yes
84,housemaid,divorced,secondary,no,60185,yes,no,telephone,18,feb,1474,6,-1,0,unknown,yes
19,retired,married,secondary,no,6204,yes,yes,cellular,14,jun,3436,7,-1,0,unknown,yes
79,self-employed,single,secondary,no,44693,yes,no,cellular,28,jul,2063,3,-1,0,unknown,yes
66,services,married,secondary,no,38683,yes,no,cellular,20,oct,1082,13,-1,0,unknown,yes
61,admin.,married,secondary,no,88373,yes,yes,cellular,11,aug,963,19,120,6,failure,no
28,self-employed,married,tertiary,no,35681,yes,no,cellular,31,sep,3210,17,344,10,success,yes
74,services,married,tertiary,no,62261,yes,no,cellular,17,mar,2153,4,-1,0,unknown,no
36,technician,married,secondary,no,77849,no,no,cellular,3,mar,1255,17,-1,0,unknown,yes
75,technician,married,tertiary,no,67352,yes,no,telephone,26,feb,3265,9,-1,0,unknown,yes
81,services,married,secondary,no,8878,yes,no,cellular,17,sep,1429,14,-1,0,unknown,no
28,housemaid,single,unknown,no,68617,yes,no,cellular,1,jan,3052,20,-1,0,unknown,yes
39,technician,married,secondary,no,17373,yes,no,cellular,7,apr,3401,12,337,6,success,yes
20,entrepreneur,divorced,primary,no,39735,yes,no,cellular,24,feb,529,19,300,2,unknown,yes
86,services,married,unknown,no,82714,no,no,cellular,14,jan,2380,2,-1,0,unknown,yes
86,technician,married,tertiary,no,40957,yes,yes,cellular,15,apr,1670,3,-1,0,unknown,yes
